time/episodes,rollout/success_rate,train/ent_coef_loss,rollout/ep_rew_mean,time/fps,curriculum/epsilon,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,time/time_elapsed,eval/clean_mean_d,eval/clean_success_rate
316,0.9599999785423279,-4.159348011016846,-5.61,14,0.6951999999999999,0.16361314058303833,0.0145949125289917,0.0003,15699,50.0,15800,-2.4804906845092773,1059,,
320,0.9599999785423279,-4.483617305755615,-5.39,14,0.704,0.12586121261119843,0.014050355181097984,0.0003,15899,50.0,16000,-2.566549062728882,1072,,
324,0.9599999785423279,-5.019054412841797,-5.36,14,0.7128,0.12799003720283508,0.013496060855686665,0.0003,16099,50.0,16200,-2.5418989658355713,1085,,
328,0.9700000286102295,-2.927499771118164,-5.02,14,0.7216,0.13523352146148682,0.012943009845912457,0.0003,16299,50.0,16400,-2.4928159713745117,1098,,
332,0.9700000286102295,-2.74552845954895,-4.94,14,0.7303999999999999,0.10922868549823761,0.012409142218530178,0.0003,16499,50.0,16600,-2.665213108062744,1110,,
336,0.9700000286102295,-3.7399604320526123,-4.89,14,0.7392,0.14420810341835022,0.011931246146559715,0.0003,16699,50.0,16800,-2.6842310428619385,1123,,
340,0.9700000286102295,-2.6998233795166016,-4.74,14,0.748,0.13315963745117188,0.011432578787207603,0.0003,16899,50.0,17000,-2.911874771118164,1136,,
344,0.9700000286102295,-2.0442192554473877,-4.74,14,0.7568,0.11802123486995697,0.010985637083649635,0.0003,17099,50.0,17200,-2.5663845539093018,1149,,
348,0.9599999785423279,-2.5856103897094727,-4.9,14,0.7656,0.13162639737129211,0.010546372272074223,0.0003,17299,50.0,17400,-3.0281784534454346,1161,,
352,0.9599999785423279,-2.8529210090637207,-4.76,14,0.7744,0.1535373330116272,0.010165408253669739,0.0003,17499,50.0,17600,-3.2267158031463623,1174,,
356,0.9599999785423279,-1.4157921075820923,-4.98,14,0.7832,0.11868620663881302,0.009868605062365532,0.0003,17699,50.0,17800,-3.0437822341918945,1187,,
360,0.9599999785423279,-1.3819530010223389,-4.76,15,0.7919999999999999,0.1286686658859253,0.009613393805921078,0.0003,17899,50.0,18000,-3.2831056118011475,1199,,
364,0.9599999785423279,-3.5904810428619385,-4.82,15,0.8008,0.11890379339456558,0.009266856126487255,0.0003,18099,50.0,18200,-3.239241123199463,1212,,
368,0.9599999785423279,-1.5465703010559082,-4.77,15,0.8096,0.10952931642532349,0.008956528268754482,0.0003,18299,50.0,18400,-3.2874865531921387,1225,,
372,0.9700000286102295,-1.1917719841003418,-4.78,15,0.8184,0.11140397191047668,0.008718756958842278,0.0003,18499,50.0,18600,-3.2961997985839844,1238,,
376,0.9700000286102295,0.04048028588294983,-4.8,15,0.8271999999999999,0.10725247859954834,0.008359504863619804,0.0003,18699,50.0,18800,-3.0715723037719727,1250,,
380,0.9800000190734863,-1.3363796472549438,-4.49,15,0.836,0.11344298720359802,0.008011860772967339,0.0003,18899,50.0,19000,-3.542959213256836,1263,,
384,0.9800000190734863,-2.7048938274383545,-4.41,15,0.8448,0.11577416956424713,0.007721514441072941,0.0003,19099,50.0,19200,-3.3719208240509033,1276,,
388,0.9800000190734863,-0.9100319147109985,-4.2,15,0.8536,0.10461991280317307,0.007436515297740698,0.0003,19299,50.0,19400,-3.488612413406372,1288,,
392,0.9800000190734863,-1.8790137767791748,-4.28,15,0.8623999999999999,0.10139250755310059,0.007240035105496645,0.0003,19499,50.0,19600,-3.695486068725586,1301,,
396,0.9800000190734863,-2.0980265140533447,-4.36,15,0.8712,0.08838534355163574,0.006998242810368538,0.0003,19699,50.0,19800,-3.8037519454956055,1314,,
400,0.9800000190734863,-1.288440227508545,-4.46,15,0.88,0.10846814513206482,0.006810327526181936,0.0003,19899,50.0,20000,-3.6749258041381836,1331,0.014204131877161044,1.0
404,0.9800000190734863,-1.2929271459579468,-4.58,15,0.8887999999999999,0.09671822190284729,0.006704462226480246,0.0003,20099,50.0,20200,-3.8663971424102783,1344,,
408,0.9800000190734863,1.0053963661193848,-4.41,15,0.8976,0.10362398624420166,0.006528313271701336,0.0003,20299,50.0,20400,-3.332003593444824,1357,,
412,0.9800000190734863,-0.7529377937316895,-4.55,15,0.9064,0.10836850106716156,0.006358799524605274,0.0003,20499,50.0,20600,-3.9107413291931152,1370,,
416,0.9700000286102295,-1.1378015279769897,-4.6,15,0.9152,0.0997241660952568,0.006210247986018658,0.0003,20699,50.0,20800,-3.8572516441345215,1383,,
420,0.9700000286102295,-3.694876194000244,-4.61,15,0.9239999999999999,0.10459962487220764,0.006045616697520018,0.0003,20899,50.0,21000,-4.041816234588623,1396,,
424,0.9599999785423279,0.2979699671268463,-5.37,15,0.9328,0.10314621031284332,0.005805394146591425,0.0003,21099,50.0,21200,-3.7386841773986816,1409,,
428,0.9599999785423279,-1.5993983745574951,-5.86,15,0.9416,0.10590647906064987,0.005739390384405851,0.0003,21299,50.0,21400,-3.8819103240966797,1421,,
432,0.949999988079071,0.1850956827402115,-6.55,15,0.9504,0.08681996166706085,0.005590289831161499,0.0003,21499,50.0,21600,-4.042657852172852,1434,,
436,0.9399999976158142,-0.7449607253074646,-7.02,15,0.9591999999999999,0.09270584583282471,0.005536060314625502,0.0003,21699,50.0,21800,-4.13117790222168,1447,,
440,0.9300000071525574,-2.494474411010742,-7.54,15,0.968,0.07032405585050583,0.0054511153139173985,0.0003,21899,50.0,22000,-4.143372058868408,1460,,
444,0.9200000166893005,0.4466818571090698,-8.0,15,0.9768,0.09159154444932938,0.005281135439872742,0.0003,22099,50.0,22200,-3.807995557785034,1473,,
448,0.9100000262260437,1.0507380962371826,-8.63,15,0.9855999999999999,0.12452725321054459,0.005151479970663786,0.0003,22299,50.0,22400,-3.7511472702026367,1486,,
452,0.8899999856948853,0.327606201171875,-9.35,15,0.9944,0.1262771636247635,0.005086304619908333,0.0003,22499,50.0,22600,-3.9081921577453613,1499,,
456,0.8999999761581421,-0.4126743674278259,-9.06,15,1.0031999999999999,0.10899573564529419,0.00496787391602993,0.0003,22699,50.0,22800,-4.11306619644165,1512,,
460,0.8899999856948853,0.4098306894302368,-9.59,15,1.012,0.09996601939201355,0.004832571838051081,0.0003,22899,50.0,23000,-4.223230838775635,1525,,
464,0.8700000047683716,0.871346116065979,-9.77,15,1.0208,0.1172323226928711,0.004862368572503328,0.0003,23099,50.0,23200,-3.7982773780822754,1539,,
