rollout/success_rate,train/ent_coef_loss,time/total_timesteps,time/episodes,train/actor_loss,curriculum/epsilon,train/critic_loss,rollout/ep_len_mean,train/n_updates,train/ent_coef,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/learning_rate,eval/clean_mean_d,eval/clean_success_rate
0.0,-0.1970311552286148,200,4,-5.07332706451416,0.0044,0.27011919021606445,50.0,99,0.9710294008255005,-48.75,6,30,0.0003,,
0.0,-0.5994377136230469,400,8,-6.2552971839904785,0.0088,0.24105659127235413,50.0,299,0.914478063583374,-47.75,19,20,0.0003,,
0.0,-1.0051673650741577,600,12,-7.392271995544434,0.0132,0.20657619833946228,50.0,499,0.8612130284309387,-48.25,31,19,0.0003,,
0.0,-1.4071329832077026,800,16,-8.338912010192871,0.0176,0.2121567726135254,50.0,699,0.8110571503639221,-48.6875,44,18,0.0003,,
0.0,-1.8102054595947266,1000,20,-9.34634017944336,0.022,0.2234502136707306,50.0,899,0.7638324499130249,-48.8,56,17,0.0003,,
0.0,-2.215773105621338,1200,24,-10.152915954589844,0.0264,0.21935054659843445,50.0,1099,0.7193360924720764,-49.0,69,17,0.0003,,
0.0,-2.618865966796875,1400,28,-11.01318073272705,0.030799999999999998,0.20689333975315094,50.0,1299,0.6774337887763977,-49.142857142857146,82,16,0.0003,,
0.0,-3.04257869720459,1600,32,-11.76852798461914,0.0352,0.20265617966651917,50.0,1499,0.6379861235618591,-49.25,95,16,0.0003,,
0.0,-3.4246273040771484,1800,36,-12.222515106201172,0.039599999999999996,0.23792415857315063,50.0,1699,0.6008398532867432,-49.25,108,16,0.0003,,
0.0,-3.8344244956970215,2000,40,-12.72688102722168,0.044,0.20383498072624207,50.0,1899,0.5658707022666931,-49.175,121,16,0.0003,,
0.0,-4.222112655639648,2200,44,-13.210411071777344,0.0484,0.2186473160982132,50.0,2099,0.5329267978668213,-49.15909090909091,134,16,0.0003,,
0.0,-4.657118320465088,2400,48,-13.617721557617188,0.0528,0.20260301232337952,50.0,2299,0.5019112229347229,-49.229166666666664,146,16,0.0003,,
0.0,-5.037075042724609,2600,52,-13.860319137573242,0.0572,0.19686034321784973,50.0,2499,0.4727035462856293,-49.28846153846154,159,16,0.0003,,
0.0,-5.428468704223633,2800,56,-14.077032089233398,0.061599999999999995,0.19544631242752075,50.0,2699,0.4452027976512909,-49.267857142857146,172,16,0.0003,,
0.0,-5.843980312347412,3000,60,-14.191328048706055,0.066,0.20100033283233643,50.0,2899,0.41930070519447327,-49.3,184,16,0.0003,,
0.0,-6.23143196105957,3200,64,-14.195152282714844,0.0704,0.16921505331993103,50.0,3099,0.39492836594581604,-49.34375,197,16,0.0003,,
0.0,-6.62343168258667,3400,68,-14.329902648925781,0.07479999999999999,0.19491800665855408,50.0,3299,0.3719795048236847,-49.38235294117647,209,16,0.0003,,
0.0,-6.985318183898926,3600,72,-14.256189346313477,0.07919999999999999,0.17450019717216492,50.0,3499,0.3503648638725281,-49.416666666666664,222,16,0.0003,,
0.0,-7.408038139343262,3800,76,-14.27822208404541,0.0836,0.20060491561889648,50.0,3699,0.33002743124961853,-49.44736842105263,235,16,0.0003,,
0.0,-7.8258748054504395,4000,80,-14.087327003479004,0.088,0.1980336606502533,50.0,3899,0.3108794689178467,-49.475,248,16,0.0003,,
