time/episodes,time/fps,train/actor_loss,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,time/time_elapsed,rollout/success_rate,curriculum/epsilon,train/n_updates,time/total_timesteps,train/learning_rate,rollout/ep_len_mean,train/ent_coef_loss,eval/clean_mean_d,eval/clean_success_rate
608,43,-2.7872908115386963,0.03509955480694771,-2.08,0.0025155439507216215,705,1.0,0.44586666666666663,30299,30400,0.0003,50.0,-0.0997624397277832,,
612,43,-2.694117784500122,0.03227313980460167,-2.11,0.0025581582449376583,709,1.0,0.4488,30499,30600,0.0003,50.0,2.3699307441711426,,
616,43,-2.807528018951416,0.03229216858744621,-2.15,0.0024887218605726957,714,1.0,0.4517333333333333,30699,30800,0.0003,50.0,0.005723863840103149,,
620,43,-2.9769394397735596,0.04207957163453102,-2.12,0.0024446400348097086,718,1.0,0.45466666666666666,30899,31000,0.0003,50.0,-0.43834057450294495,,
624,43,-2.767692804336548,0.027283232659101486,-2.13,0.002427963772788644,723,1.0,0.4576,31099,31200,0.0003,50.0,-1.0142841339111328,,
628,43,-2.7264177799224854,0.041375063359737396,-2.1,0.0024100227747112513,727,1.0,0.4605333333333333,31299,31400,0.0003,50.0,3.1136765480041504,,
632,43,-2.721210479736328,0.030964171513915062,-2.07,0.002442258642986417,732,1.0,0.46346666666666664,31499,31600,0.0003,50.0,1.1016390323638916,,
636,43,-2.6357970237731934,0.024738121777772903,-2.05,0.0024586310610175133,736,1.0,0.4664,31699,31800,0.0003,50.0,0.8585509061813354,,
640,43,-2.672279119491577,0.030962366610765457,-2.07,0.0024412106722593307,741,1.0,0.4693333333333333,31899,32000,0.0003,50.0,-2.074740409851074,,
644,43,-2.6905016899108887,0.029882021248340607,-1.98,0.002422275487333536,745,1.0,0.47226666666666667,32099,32200,0.0003,50.0,-0.05229315161705017,,
648,43,-2.683288812637329,0.028244588524103165,-1.96,0.0024147124495357275,750,1.0,0.4752,32299,32400,0.0003,50.0,-0.2520502209663391,,
652,43,-2.6737444400787354,0.02839771658182144,-2.04,0.002482868731021881,755,1.0,0.4781333333333333,32499,32600,0.0003,50.0,1.871849775314331,,
656,43,-2.6788437366485596,0.02900945395231247,-2.03,0.0024824391584843397,759,1.0,0.48106666666666664,32699,32800,0.0003,50.0,-0.2965816855430603,,
660,43,-2.547875165939331,0.03224986046552658,-2.09,0.002491970779374242,764,1.0,0.484,32899,33000,0.0003,50.0,1.2818303108215332,,
664,43,-2.802860975265503,0.03317892551422119,-2.13,0.0024567325599491596,768,1.0,0.48693333333333333,33099,33200,0.0003,50.0,-3.3775737285614014,,
668,43,-2.5697121620178223,0.025803234428167343,-2.08,0.0024349107407033443,773,1.0,0.4898666666666667,33299,33400,0.0003,50.0,3.169145107269287,,
672,43,-2.8681211471557617,0.035698145627975464,-2.07,0.0023949514143168926,777,1.0,0.49279999999999996,33499,33600,0.0003,50.0,-1.2596993446350098,,
676,43,-2.71248197555542,0.02768486924469471,-2.07,0.0023944410495460033,782,1.0,0.4957333333333333,33699,33800,0.0003,50.0,0.6171593070030212,,
680,43,-2.6204514503479004,0.028166037052869797,-2.04,0.002391516463831067,786,1.0,0.49866666666666665,33899,34000,0.0003,50.0,1.4643125534057617,,
