rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,curriculum/epsilon,train/critic_loss,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/clean_success_rate,eval/clean_mean_d
1.0,50.0,32800,53,-1.81,0.0,0.029970653355121613,656,32699,-3.1827664375305176,608,0.0003,1.8318376541137695,0.0028441795147955418,,
1.0,50.0,33000,53,-1.76,0.0,0.025693167001008987,660,32899,-3.191725254058838,612,0.0003,0.5976686477661133,0.002862530993297696,,
1.0,50.0,33200,53,-1.74,0.0,0.030969444662332535,664,33099,-3.256387948989868,615,0.0003,-0.40045708417892456,0.002893019001930952,,
1.0,50.0,33400,53,-1.77,0.0,0.02434164099395275,668,33299,-3.167358160018921,619,0.0003,-1.928178310394287,0.002980440156534314,,
1.0,50.0,33600,53,-1.72,0.0,0.030199354514479637,672,33499,-3.1338019371032715,623,0.0003,0.7495189905166626,0.0028609822038561106,,
1.0,50.0,33800,53,-1.74,0.0,0.02711966261267662,676,33699,-3.111966609954834,626,0.0003,3.060966730117798,0.0028359172865748405,,
1.0,50.0,34000,53,-1.73,0.0,0.022362854331731796,680,33899,-3.0600192546844482,630,0.0003,-0.5623085498809814,0.0028639729134738445,,
1.0,50.0,34200,53,-1.72,0.0,0.03280540555715561,684,34099,-2.9838168621063232,634,0.0003,1.3244733810424805,0.0027777801733464003,,
1.0,50.0,34400,53,-1.72,0.0,0.026566684246063232,688,34299,-3.0927281379699707,638,0.0003,0.21426761150360107,0.002764911623671651,,
1.0,50.0,34600,53,-1.7,0.0,0.030545014888048172,692,34499,-3.070828437805176,641,0.0003,1.2546218633651733,0.0027238414622843266,,
1.0,50.0,34800,53,-1.66,0.0,0.024583928287029266,696,34699,-3.0976078510284424,645,0.0003,-0.655267596244812,0.002715516835451126,,
1.0,50.0,35000,53,-1.68,0.0,0.03560227155685425,700,34899,-2.96531343460083,650,0.0003,1.5418816804885864,0.002737604547291994,1.0,0.012390077785859745
1.0,50.0,35200,53,-1.67,0.0,0.03000037558376789,704,35099,-3.005833148956299,654,0.0003,-1.592153549194336,0.0028000245802104473,,
1.0,50.0,35400,53,-1.64,0.0,0.02268047258257866,708,35299,-2.914224147796631,657,0.0003,1.3292245864868164,0.0027207687962800264,,
1.0,50.0,35600,53,-1.64,0.0,0.028821438550949097,712,35499,-3.0961453914642334,661,0.0003,-0.3888828456401825,0.002672736067324877,,
1.0,50.0,35800,53,-1.64,0.0,0.02770635113120079,716,35699,-2.909074306488037,665,0.0003,-0.6871662139892578,0.0026504425331950188,,
