curriculum/epsilon,time/time_elapsed,rollout/success_rate,train/learning_rate,train/critic_loss,time/fps,train/ent_coef,time/total_timesteps,train/ent_coef_loss,train/actor_loss,train/n_updates,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,eval/clean_mean_d,eval/clean_success_rate
1.1,664,0.17000000178813934,0.0003,0.4396044611930847,20,0.020969755947589874,13800,-10.144591331481934,-0.6460158228874207,13699,276,50.0,-40.77,,
1.1,673,0.1899999976158142,0.0003,0.3923470377922058,20,0.01997734233736992,14000,-8.978318214416504,-0.7151244878768921,13899,280,50.0,-39.8,,
1.1,683,0.20000000298023224,0.0003,0.3882761597633362,20,0.019062049686908722,14200,-8.47940444946289,-0.29129382967948914,14099,284,50.0,-38.91,,
1.1,692,0.20999999344348907,0.0003,0.41937899589538574,20,0.01822405308485031,14400,-8.427302360534668,-0.9285099506378174,14299,288,50.0,-38.47,,
1.1,702,0.2199999988079071,0.0003,0.4057292938232422,20,0.017413003370165825,14600,-8.271830558776855,0.2076510339975357,14499,292,50.0,-38.18,,
1.1,711,0.2199999988079071,0.0003,0.4774291515350342,20,0.016645468771457672,14800,-7.391232013702393,-0.24731217324733734,14699,296,50.0,-38.17,,
1.1,724,0.23000000417232513,0.0003,0.5529308319091797,20,0.015942120924592018,15000,-8.080509185791016,-0.510341227054596,14899,300,50.0,-37.33,0.027629265465455122,1.0
1.1,734,0.23999999463558197,0.0003,0.5244725942611694,20,0.015296876430511475,15200,-6.792060852050781,-1.0343443155288696,15099,304,50.0,-36.63,,
1.1,743,0.25,0.0003,0.45781368017196655,20,0.014674332924187183,15400,-7.327448844909668,-0.17572802305221558,15299,308,50.0,-35.88,,
1.1,752,0.2800000011920929,0.0003,0.6043725609779358,20,0.014123558066785336,15600,-5.850569248199463,0.16875582933425903,15499,312,50.0,-34.5,,
1.1,762,0.28999999165534973,0.0003,0.5823833346366882,20,0.013587591238319874,15800,-7.040534019470215,0.17351606488227844,15699,316,50.0,-33.61,,
1.1,772,0.3100000023841858,0.0003,0.4295991063117981,20,0.013119746930897236,16000,-2.806825876235962,-0.3989180028438568,15899,320,50.0,-32.7,,
1.1,781,0.33000001311302185,0.0003,0.5169306993484497,20,0.012721268460154533,16200,-3.6922593116760254,0.056731536984443665,16099,324,50.0,-32.04,,
1.1,791,0.3499999940395355,0.0003,0.4836404323577881,20,0.012324661947786808,16400,-2.6949033737182617,0.8509726524353027,16299,328,50.0,-31.72,,
1.1,800,0.3799999952316284,0.0003,0.5165506601333618,20,0.011935622431337833,16600,-2.2896530628204346,1.1861706972122192,16499,332,50.0,-30.28,,
1.1,810,0.3799999952316284,0.0003,0.6157877445220947,20,0.01163866464048624,16800,-3.7722766399383545,0.9453809857368469,16699,336,50.0,-29.91,,
1.1,819,0.3799999952316284,0.0003,0.649290919303894,20,0.01138518936932087,17000,-3.0106661319732666,0.04799792170524597,16899,340,50.0,-29.76,,
1.1,828,0.3700000047683716,0.0003,0.6047224998474121,20,0.011122125200927258,17200,-3.071437120437622,-0.0023202747106552124,17099,344,50.0,-29.87,,
1.1,838,0.36000001430511475,0.0003,0.6807853579521179,20,0.01093133445829153,17400,-0.6216248869895935,1.00618577003479,17299,348,50.0,-30.03,,
1.1,847,0.36000001430511475,0.0003,0.6850693225860596,20,0.01075404230505228,17600,-0.2916274666786194,1.3800060749053955,17499,352,50.0,-30.15,,
1.1,857,0.3799999952316284,0.0003,0.7977534532546997,20,0.01057098712772131,17800,-2.359081268310547,0.6441658139228821,17699,356,50.0,-29.88,,
1.1,867,0.3700000047683716,0.0003,0.713788628578186,20,0.010356832295656204,18000,0.769569993019104,0.9452662467956543,17899,360,50.0,-30.24,,
1.1,876,0.3799999952316284,0.0003,0.6217824220657349,20,0.010260125622153282,18200,-0.7732442617416382,0.8546800017356873,18099,364,50.0,-29.61,,
1.1,886,0.38999998569488525,0.0003,0.7236626744270325,20,0.01019410602748394,18400,-2.6966404914855957,0.26182490587234497,18299,368,50.0,-28.7,,
1.1,895,0.4099999964237213,0.0003,0.7380955219268799,20,0.010066264308989048,18600,1.022063970565796,0.4184245467185974,18499,372,50.0,-28.46,,
1.1,905,0.4399999976158142,0.0003,0.9644182920455933,20,0.009970365092158318,18800,0.12533405423164368,0.11061975359916687,18699,376,50.0,-27.33,,
1.1,914,0.41999998688697815,0.0003,0.7765890955924988,20,0.009921010583639145,19000,-1.7633579969406128,0.2083820402622223,18899,380,50.0,-27.9,,
1.1,924,0.44999998807907104,0.0003,0.7831951379776001,20,0.009855668060481548,19200,0.7000116109848022,0.6997609734535217,19099,384,50.0,-27.56,,
1.1,933,0.4699999988079071,0.0003,0.6761010885238647,20,0.009917590767145157,19400,0.11516843736171722,0.6171925663948059,19299,388,50.0,-26.5,,
1.1,942,0.4699999988079071,0.0003,0.9530024528503418,20,0.009972937405109406,19600,1.6148985624313354,1.3574860095977783,19499,392,50.0,-26.48,,
1.1,952,0.46000000834465027,0.0003,0.7702444195747375,20,0.01007440872490406,19800,-0.9137041568756104,-0.6279826164245605,19699,396,50.0,-26.11,,
1.1,965,0.47999998927116394,0.0003,0.7696264982223511,20,0.010159069672226906,20000,0.2530183792114258,0.30684393644332886,19899,400,50.0,-25.62,0.026970293765554997,1.0
1.1,975,0.49000000953674316,0.0003,1.1742522716522217,20,0.010404563508927822,20200,1.7096014022827148,0.07026898860931396,20099,404,50.0,-25.24,,
1.1,984,0.49000000953674316,0.0003,1.0476549863815308,20,0.010432160459458828,20400,0.3306596279144287,0.09688273817300797,20299,408,50.0,-25.29,,
1.1,994,0.47999998927116394,0.0003,0.9552011489868164,20,0.010595199652016163,20600,2.2819337844848633,-0.11105793714523315,20499,412,50.0,-25.52,,
1.1,1003,0.4699999988079071,0.0003,0.9108628034591675,20,0.010600384324789047,20800,0.1952124834060669,-0.2976498007774353,20699,416,50.0,-26.12,,
1.1,1013,0.44999998807907104,0.0003,1.1136068105697632,20,0.010759714990854263,21000,1.740877389907837,-0.289414644241333,20899,420,50.0,-26.97,,
1.1,1022,0.4300000071525574,0.0003,0.9284924268722534,20,0.010794871486723423,21200,-1.594216227531433,-1.2300578355789185,21099,424,50.0,-27.67,,
1.1,1032,0.41999998688697815,0.0003,0.8761025667190552,20,0.011036314070224762,21400,0.3487669825553894,-0.4146166145801544,21299,428,50.0,-27.75,,
1.1,1041,0.4000000059604645,0.0003,1.211419701576233,20,0.011253326199948788,21600,0.7782847881317139,-0.01379847526550293,21499,432,50.0,-28.49,,
1.1,1051,0.4000000059604645,0.0003,0.9307392835617065,20,0.011213564313948154,21800,-2.0571529865264893,-0.20303380489349365,21699,436,50.0,-28.67,,
1.1,1060,0.4000000059604645,0.0003,0.9697147607803345,20,0.011208608746528625,22000,-0.9895896911621094,-0.3381018042564392,21899,440,50.0,-28.68,,
1.1,1070,0.4000000059604645,0.0003,1.5277025699615479,20,0.01107525173574686,22200,3.4593899250030518,0.16729587316513062,22099,444,50.0,-28.72,,
1.1,1079,0.4099999964237213,0.0003,1.3236331939697266,20,0.011226656846702099,22400,0.4271138608455658,-1.1392325162887573,22299,448,50.0,-28.58,,
1.1,1089,0.41999998688697815,0.0003,1.1903481483459473,20,0.011350778862833977,22600,-0.9241882562637329,-0.8035409450531006,22499,452,50.0,-28.12,,
1.1,1098,0.4099999964237213,0.0003,1.2685463428497314,20,0.011436051689088345,22800,0.8589301705360413,-0.7983027100563049,22699,456,50.0,-28.31,,
1.1,1108,0.4300000071525574,0.0003,1.550583839416504,20,0.011593046598136425,23000,1.7434923648834229,-1.0212011337280273,22899,460,50.0,-27.76,,
1.1,1118,0.4399999976158142,0.0003,1.7314491271972656,20,0.011789437383413315,23200,0.16770607233047485,-1.666136384010315,23099,464,50.0,-27.85,,
1.1,1127,0.4399999976158142,0.0003,1.1783689260482788,20,0.011623873375356197,23400,-0.18945738673210144,-1.7370526790618896,23299,468,50.0,-28.5,,
1.1,1137,0.4399999976158142,0.0003,1.3904922008514404,20,0.011603549122810364,23600,-0.5548154711723328,-1.9057279825210571,23499,472,50.0,-28.52,,
1.1,1146,0.4300000071525574,0.0003,1.508253574371338,20,0.011738777160644531,23800,0.5947937369346619,-2.5488386154174805,23699,476,50.0,-28.94,,
1.1,1156,0.44999998807907104,0.0003,1.1409916877746582,20,0.011920731514692307,24000,-0.9495482444763184,-2.6609041690826416,23899,480,50.0,-28.42,,
1.1,1166,0.41999998688697815,0.0003,1.1257679462432861,20,0.012030249461531639,24200,-0.01467016339302063,-2.082382917404175,24099,484,50.0,-29.09,,
1.1,1175,0.4099999964237213,0.0003,1.3821556568145752,20,0.012384433299303055,24400,0.9420469999313354,-2.0624020099639893,24299,488,50.0,-29.59,,
1.1,1185,0.41999998688697815,0.0003,1.4614717960357666,20,0.01203508023172617,24600,-3.0029795169830322,-2.805304765701294,24499,492,50.0,-28.93,,
1.1,1194,0.4300000071525574,0.0003,1.2551463842391968,20,0.01203777827322483,24800,-0.48790663480758667,-3.9769599437713623,24699,496,50.0,-29.18,,
1.1,1207,0.4099999964237213,0.0003,1.6137149333953857,20,0.011930045671761036,25000,0.5062013268470764,-2.2500998973846436,24899,500,50.0,-29.83,0.033780796198993004,1.0
1.1,1217,0.4099999964237213,0.0003,1.7845385074615479,20,0.011857746168971062,25200,-2.853755474090576,-4.163843154907227,25099,504,50.0,-30.21,,
1.1,1226,0.4300000071525574,0.0003,1.5427637100219727,20,0.011712571606040001,25400,-1.10866117477417,-3.4945144653320312,25299,508,50.0,-29.56,,
1.1,1236,0.41999998688697815,0.0003,1.3422417640686035,20,0.011705681681632996,25600,-0.5894392728805542,-3.105376720428467,25499,512,50.0,-30.25,,
1.1,1245,0.41999998688697815,0.0003,2.0909321308135986,20,0.012003341689705849,25800,-1.5394833087921143,-3.4349465370178223,25699,516,50.0,-30.33,,
1.1,1255,0.4399999976158142,0.0003,1.609155535697937,20,0.012364141643047333,26000,-1.108251690864563,-3.250007390975952,25899,520,50.0,-29.5,,
1.1,1265,0.44999998807907104,0.0003,1.6164565086364746,20,0.012347615323960781,26200,-1.4708951711654663,-3.382591485977173,26099,524,50.0,-28.61,,
1.1,1274,0.46000000834465027,0.0003,1.5186355113983154,20,0.012445787899196148,26400,-0.5698038935661316,-4.986876010894775,26299,528,50.0,-28.41,,
1.1,1284,0.4699999988079071,0.0003,1.761549949645996,20,0.012495976872742176,26600,1.1280698776245117,-4.797206878662109,26499,532,50.0,-28.31,,
1.1,1293,0.47999998927116394,0.0003,2.156769275665283,20,0.012324056588113308,26800,1.1419470310211182,-4.416347503662109,26699,536,50.0,-27.99,,
1.1,1303,0.47999998927116394,0.0003,1.2344989776611328,20,0.012252401560544968,27000,-1.5119879245758057,-4.308137893676758,26899,540,50.0,-27.56,,
1.1,1312,0.4699999988079071,0.0003,1.870039463043213,20,0.012060070410370827,27200,-2.9125661849975586,-4.200926780700684,27099,544,50.0,-27.96,,
1.1,1322,0.49000000953674316,0.0003,1.6641075611114502,20,0.011734826490283012,27400,2.5386714935302734,-4.6281561851501465,27299,548,50.0,-27.37,,
1.1,1331,0.47999998927116394,0.0003,1.836663007736206,20,0.01187880989164114,27600,2.604837417602539,-4.454881191253662,27499,552,50.0,-27.71,,
1.1,1341,0.49000000953674316,0.0003,1.8671813011169434,20,0.012151882983744144,27800,1.0000383853912354,-6.903080940246582,27699,556,50.0,-27.14,,
1.1,1352,0.47999998927116394,0.0003,1.8489781618118286,20,0.012808088213205338,28000,-0.1209261417388916,-5.148095607757568,27899,560,50.0,-27.1,,
1.1,1363,0.46000000834465027,0.0003,1.7952427864074707,20,0.012747828848659992,28200,0.6364646553993225,-5.087202072143555,28099,564,50.0,-27.65,,
1.1,1373,0.4699999988079071,0.0003,1.5724906921386719,20,0.012962409295141697,28400,-1.361412763595581,-5.9951629638671875,28299,568,50.0,-27.27,,
1.1,1382,0.47999998927116394,0.0003,1.657480239868164,20,0.013411660678684711,28600,2.7578911781311035,-5.020944118499756,28499,572,50.0,-26.95,,
1.1,1392,0.47999998927116394,0.0003,1.8239021301269531,20,0.013285037130117416,28800,-4.327267646789551,-6.178140640258789,28699,576,50.0,-26.93,,
1.1,1401,0.4699999988079071,0.0003,1.848844051361084,20,0.013131538406014442,29000,-1.4170968532562256,-7.141361236572266,28899,580,50.0,-27.68,,
1.1,1411,0.49000000953674316,0.0003,2.265845775604248,20,0.01316290907561779,29200,2.3723015785217285,-5.181375026702881,29099,584,50.0,-26.65,,
1.1,1420,0.5,0.0003,1.985105037689209,20,0.013239359483122826,29400,0.845888078212738,-6.527137279510498,29299,588,50.0,-26.31,,
1.1,1430,0.5,0.0003,1.7133033275604248,20,0.013261201791465282,29600,-0.33468204736709595,-7.130161285400391,29499,592,50.0,-26.41,,
1.1,1439,0.5,0.0003,1.6646047830581665,20,0.01310389768332243,29800,-0.7368944883346558,-6.859218597412109,29699,596,50.0,-26.44,,
1.1,1452,0.5199999809265137,0.0003,1.9747519493103027,20,0.012866853736341,30000,-1.1424214839935303,-6.054459571838379,29899,600,50.0,-25.9,0.03616100997189175,0.9
1.1,1462,0.5199999809265137,0.0003,2.3912973403930664,20,0.01256843376904726,30200,1.2166229486465454,-8.074601173400879,30099,604,50.0,-25.92,,
1.1,1472,0.5199999809265137,0.0003,2.6158807277679443,20,0.012744230218231678,30400,-0.8691610097885132,-6.374435901641846,30299,608,50.0,-26.05,,
1.1,1481,0.5299999713897705,0.0003,1.9875433444976807,20,0.012853196822106838,30600,-0.9477453827857971,-6.751626968383789,30499,612,50.0,-26.31,,
1.1,1491,0.5400000214576721,0.0003,1.8562610149383545,20,0.013004104606807232,30800,1.6253544092178345,-7.359010696411133,30699,616,50.0,-25.93,,
1.1,1500,0.5299999713897705,0.0003,3.391859531402588,20,0.013007553294301033,31000,1.338524341583252,-6.9642415046691895,30899,620,50.0,-26.59,,
1.1,1510,0.550000011920929,0.0003,2.4829883575439453,20,0.012954753823578358,31200,-0.16641433537006378,-8.023774147033691,31099,624,50.0,-26.15,,
1.1,1519,0.550000011920929,0.0003,1.9804713726043701,20,0.012956680729985237,31400,4.149423122406006,-7.352701187133789,31299,628,50.0,-26.13,,
1.1,1529,0.550000011920929,0.0003,1.9061280488967896,20,0.012985559180378914,31600,2.4928805828094482,-7.5534563064575195,31499,632,50.0,-25.76,,
1.1,1538,0.550000011920929,0.0003,3.222951889038086,20,0.01308908499777317,31800,-0.9066457152366638,-9.224756240844727,31699,636,50.0,-25.59,,
1.1,1548,0.550000011920929,0.0003,4.196637153625488,20,0.013395261019468307,32000,-0.26068803668022156,-9.457198143005371,31899,640,50.0,-26.07,,
1.1,1557,0.5699999928474426,0.0003,2.1503543853759766,20,0.01335914433002472,32200,-2.803194761276245,-9.836915969848633,32099,644,50.0,-25.44,,
1.1,1567,0.5600000023841858,0.0003,2.312917947769165,20,0.013058251701295376,32400,-2.3109166622161865,-9.476194381713867,32299,648,50.0,-25.61,,
1.1,1576,0.5699999928474426,0.0003,1.7587641477584839,20,0.012933613732457161,32600,-0.2993679344654083,-8.089011192321777,32499,652,50.0,-24.9,,
1.1,1586,0.5600000023841858,0.0003,2.141674518585205,20,0.012904155068099499,32800,2.0588176250457764,-7.650379657745361,32699,656,50.0,-25.33,,
1.1,1595,0.5400000214576721,0.0003,2.2392210960388184,20,0.012950862757861614,33000,0.9998559951782227,-9.478730201721191,32899,660,50.0,-26.26,,
1.1,1605,0.5699999928474426,0.0003,2.631186008453369,20,0.0131263118237257,33200,0.815510094165802,-10.05693244934082,33099,664,50.0,-24.96,,
1.1,1614,0.5699999928474426,0.0003,3.101346969604492,20,0.013304955326020718,33400,-1.6194970607757568,-9.57961654663086,33299,668,50.0,-24.97,,
1.1,1624,0.550000011920929,0.0003,2.4214487075805664,20,0.013384011574089527,33600,-0.14843012392520905,-9.485624313354492,33499,672,50.0,-25.7,,
1.1,1633,0.5600000023841858,0.0003,2.455641984939575,20,0.013281971216201782,33800,1.161376953125,-10.367257118225098,33699,676,50.0,-25.24,,
1.1,1643,0.5899999737739563,0.0003,3.574362277984619,20,0.013389124535024166,34000,1.5214648246765137,-9.245340347290039,33899,680,50.0,-23.76,,
1.1,1652,0.5799999833106995,0.0003,2.8512349128723145,20,0.013550684787333012,34200,1.7067999839782715,-10.810283660888672,34099,684,50.0,-24.41,,
1.1,1662,0.5600000023841858,0.0003,2.451054573059082,20,0.013401119969785213,34400,-0.45500579476356506,-9.779682159423828,34299,688,50.0,-25.26,,
1.1,1672,0.5600000023841858,0.0003,2.410280227661133,20,0.01338207721710205,34600,1.2880194187164307,-10.735572814941406,34499,692,50.0,-25.2,,
1.1,1681,0.5699999928474426,0.0003,2.8429126739501953,20,0.01313079334795475,34800,-1.2582632303237915,-11.155811309814453,34699,696,50.0,-24.7,,
1.1,1695,0.550000011920929,0.0003,2.4002552032470703,20,0.013321524485945702,35000,2.3541929721832275,-11.109149932861328,34899,700,50.0,-25.54,0.029967799794888967,0.95
1.1,1704,0.5299999713897705,0.0003,2.3996763229370117,20,0.013507269322872162,35200,0.3401663899421692,-12.407806396484375,35099,704,50.0,-25.83,,
1.1,1714,0.5199999809265137,0.0003,4.196577548980713,20,0.013827855698764324,35400,-1.0239667892456055,-10.68985366821289,35299,708,50.0,-25.95,,
1.1,1723,0.5099999904632568,0.0003,2.84159517288208,20,0.013768534176051617,35600,-1.8171981573104858,-12.491189956665039,35499,712,50.0,-25.08,,
