train/actor_loss,train/ent_coef_loss,train/n_updates,time/episodes,time/fps,train/ent_coef,time/total_timesteps,curriculum/epsilon,rollout/success_rate,rollout/ep_rew_mean,train/critic_loss,train/learning_rate,rollout/ep_len_mean,time/time_elapsed,eval/clean_success_rate,eval/clean_mean_d
-2.0710654258728027,-1.2937684059143066,26499,532,15,0.005604245699942112,26600,0.376794,0.9900000095367432,-2.2,0.05776410549879074,0.0003,50.0,1706,,
-2.281482458114624,2.026444673538208,26699,536,15,0.005598217714577913,26800,0.381194,0.9900000095367432,-2.16,0.058108456432819366,0.0003,50.0,1719,,
-2.1021621227264404,0.9795593023300171,26899,540,15,0.005574916489422321,27000,0.385594,0.9900000095367432,-2.12,0.05637500435113907,0.0003,50.0,1731,,
-2.0869245529174805,-0.035294726490974426,27099,544,15,0.005515476688742638,27200,0.389994,0.9900000095367432,-2.16,0.04587996006011963,0.0003,50.0,1744,,
-2.2085585594177246,-0.166849285364151,27299,548,15,0.005475261714309454,27400,0.39439399999999997,0.9900000095367432,-2.15,0.04377865046262741,0.0003,50.0,1757,,
-2.0005650520324707,1.2559363842010498,27499,552,15,0.005383260548114777,27600,0.398794,0.9900000095367432,-2.12,0.05426198989152908,0.0003,50.0,1769,,
-2.2083237171173096,0.7850447297096252,27699,556,15,0.005336108151823282,27800,0.403194,0.9900000095367432,-2.12,0.05205921456217766,0.0003,50.0,1782,,
-2.1344172954559326,0.4254974126815796,27899,560,15,0.005274805705994368,28000,0.407594,0.9900000095367432,-2.1,0.05513948202133179,0.0003,50.0,1795,,
-2.0606775283813477,0.5058156251907349,28099,564,15,0.00521386181935668,28200,0.41199399999999997,0.9900000095367432,-2.1,0.04521023482084274,0.0003,50.0,1807,,
-2.1511480808258057,1.0620288848876953,28299,568,15,0.005170007701963186,28400,0.416394,0.9900000095367432,-2.04,0.04773688316345215,0.0003,50.0,1820,,
-2.416022777557373,0.7187058925628662,28499,572,15,0.005097611807286739,28600,0.420794,0.9900000095367432,-2.01,0.04455450177192688,0.0003,50.0,1833,,
-2.2960267066955566,-0.02840709686279297,28699,576,15,0.004984141327440739,28800,0.425194,0.9900000095367432,-2.01,0.04730349779129028,0.0003,50.0,1845,,
-2.3282976150512695,-0.9770610332489014,28899,580,15,0.004899011924862862,29000,0.429594,0.9900000095367432,-2.01,0.0496293380856514,0.0003,50.0,1858,,
-2.416759967803955,-2.8879458904266357,29099,584,15,0.004737933166325092,29200,0.433994,0.9900000095367432,-1.99,0.042173076421022415,0.0003,50.0,1871,,
-2.458153486251831,-2.6323070526123047,29299,588,15,0.004684534855186939,29400,0.438394,0.9900000095367432,-1.99,0.04322131723165512,0.0003,50.0,1884,,
-2.261655330657959,0.8648581504821777,29499,592,15,0.00466800294816494,29600,0.44279399999999997,0.9900000095367432,-1.99,0.0385604128241539,0.0003,50.0,1897,,
-2.1429901123046875,-0.07517141103744507,29699,596,15,0.004516688175499439,29800,0.447194,0.9900000095367432,-2.07,0.049200356006622314,0.0003,50.0,1910,,
-2.2623865604400635,-1.1839702129364014,29899,600,15,0.004449993837624788,30000,0.451594,0.9900000095367432,-2.12,0.03733973205089569,0.0003,50.0,1926,1.0,0.013683188853523598
-2.383009433746338,-0.5625143051147461,30099,604,15,0.004485351033508778,30200,0.455994,0.9900000095367432,-2.09,0.044960781931877136,0.0003,50.0,1939,,
-2.1459832191467285,1.1009501218795776,30299,608,15,0.0045768446289002895,30400,0.46039399999999997,0.9900000095367432,-2.15,0.051599014550447464,0.0003,50.0,1952,,
-2.2843573093414307,-1.7590816020965576,30499,612,15,0.004418958909809589,30600,0.464794,0.9900000095367432,-2.18,0.03547388315200806,0.0003,50.0,1964,,
-2.26456880569458,0.5188390016555786,30699,616,15,0.00440529640763998,30800,0.469194,0.9900000095367432,-2.22,0.041602008044719696,0.0003,50.0,1977,,
-2.6242194175720215,-1.3008770942687988,30899,620,15,0.0043863519094884396,31000,0.473594,1.0,-2.18,0.03466220200061798,0.0003,50.0,1990,,
-2.355039358139038,-0.11364730447530746,31099,624,15,0.004356558434665203,31200,0.477994,1.0,-2.2,0.04543086141347885,0.0003,50.0,2003,,
-2.3680384159088135,-1.200451135635376,31299,628,15,0.004231948871165514,31400,0.482394,1.0,-2.24,0.04435468465089798,0.0003,50.0,2016,,
-2.2033157348632812,1.127233862876892,31499,632,15,0.004166356287896633,31600,0.486794,1.0,-2.24,0.04387688264250755,0.0003,50.0,2028,,
