rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,curriculum/epsilon,train/critic_loss,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/clean_success_rate,eval/clean_mean_d
1.0,50.0,23600,55,-1.71,0.0,0.05671413987874985,472,23499,-2.537851572036743,427,0.0003,-0.048407793045043945,0.005984952207654715,,
1.0,50.0,23800,55,-1.69,0.0,0.04999083653092384,476,23699,-2.6241326332092285,430,0.0003,0.8097028732299805,0.006078050937503576,,
1.0,50.0,24000,55,-1.72,0.0,0.05366465449333191,480,23899,-2.6991055011749268,433,0.0003,-1.3355668783187866,0.006119768600910902,,
1.0,50.0,24200,55,-1.76,0.0,0.04209904372692108,484,24099,-2.7748501300811768,437,0.0003,0.5577065944671631,0.005964712705463171,,
1.0,50.0,24400,55,-1.77,0.0,0.052828479558229446,488,24299,-2.7742297649383545,440,0.0003,-0.5810315608978271,0.005947317462414503,,
1.0,50.0,24600,55,-1.77,0.0,0.04975784569978714,492,24499,-2.8535492420196533,443,0.0003,-0.6737570762634277,0.005931678228080273,,
1.0,50.0,24800,55,-1.76,0.0,0.050543226301670074,496,24699,-2.6601181030273438,447,0.0003,-1.3262219429016113,0.005989782977849245,,
1.0,50.0,25000,55,-1.75,0.0,0.044570282101631165,500,24899,-2.6582159996032715,451,0.0003,-0.5533772706985474,0.005810817237943411,1.0,0.024151308601361183
1.0,50.0,25200,55,-1.77,0.0,0.04315107315778732,504,25099,-2.6232051849365234,454,0.0003,2.3908636569976807,0.005774450954049826,,
1.0,50.0,25400,55,-1.79,0.0,0.043530598282814026,508,25299,-2.6551475524902344,458,0.0003,-1.6192660331726074,0.005782647989690304,,
1.0,50.0,25600,55,-1.79,0.0,0.04085433483123779,512,25499,-2.649688243865967,461,0.0003,-0.9321951866149902,0.005743376445025206,,
1.0,50.0,25800,55,-1.76,0.0,0.034096166491508484,516,25699,-2.6164329051971436,464,0.0003,-0.40446943044662476,0.005792627576738596,,
1.0,50.0,26000,55,-1.76,0.0,0.04481543228030205,520,25899,-2.8191816806793213,467,0.0003,-0.5609476566314697,0.005837630946189165,,
1.0,50.0,26200,55,-1.76,0.0,0.05572391301393509,524,26099,-2.6318750381469727,471,0.0003,0.8696824908256531,0.005731426179409027,,
1.0,50.0,26400,55,-1.81,0.0,0.038409676402807236,528,26299,-2.7052791118621826,474,0.0003,-0.480770081281662,0.005648178979754448,,
